"date Y-m-d m:s";gas adc;LPG PPM;Theoretical Warmup;Warmup End;Curve: Power-law (3)
2025-07-02 18:59:02;169.05;9.633927423526439;122.32681618655693;;
2025-07-02 18:59:33;168.27;9.532642550322295;122.24554183813443;;
2025-07-02 19:00:03;167.52;9.434278232950147;122.179;;
2025-07-02 19:00:33;166.96;9.361800371429776;122.12571742112483;;
2025-07-02 19:01:03;166.03;9.235633973595052;122.08422085048011;;
2025-07-02 19:01:33;165.63;9.183605225765499;122.05303703703704;;
2025-07-02 19:02:03;165;9.098320105495585;122.0306927297668;;
2025-07-02 19:02:33;164.72;9.061293691477822;122.0157146776406;;
2025-07-02 19:03:03;164;8.962478444680205;122.00662962962963;;
2025-07-02 19:03:33;163.92;8.952050321994333;122.00196433470508;;
2025-07-02 19:04:03;163.07;8.835197166744042;122.00024554183814;;
2025-07-02 19:04:33;163;8.8256347094149;122;163;
2025-07-02 19:05:03;162.82;8.800991481583717;122;;
2025-07-02 19:05:33;162;8.689319305969356;122;;
2025-07-02 19:06:03;161.94;8.681186159499727;122;;
2025-07-02 19:06:33;161.69;8.647353663076016;122;;
2025-07-02 19:07:03;161.38;8.60552576415721;122;;
2025-07-02 19:07:33;161;8.55444033273954;122;;
2025-07-02 19:08:03;161;8.55444033273954;122;;
2025-07-02 19:08:33;160.49;8.486201952529294;122;;
2025-07-02 19:09:03;160;8.420987860854623;122;;
2025-07-02 19:09:33;160;8.420987860854623;122;;
2025-07-02 19:10:03;160;8.420987860854623;122;;
2025-07-02 19:10:33;160;8.420987860854623;122;;
2025-07-02 19:11:03;159.91;8.409046770760721;122;;
2025-07-02 19:11:33;159.11;8.30340692808593;122;;
2025-07-02 19:12:03;159;8.288952028364024;122;;
2025-07-02 19:12:33;158.58;8.233917061976017;122;;
2025-07-02 19:13:03;158;8.15832303968647;122;;
2025-07-02 19:13:33;158;8.15832303968647;122;;
2025-07-02 19:14:03;157.88;8.142741638218498;122;;
2025-07-02 19:14:33;157;8.029091165063404;122;;
2025-07-02 19:15:03;157;8.029091165063404;122;;
2025-07-02 19:15:34;156.74;7.995718530903359;122;;
2025-07-02 19:16:04;156;7.901246740016526;122;;
2025-07-02 19:16:34;156;7.901246740016526;122;;
2025-07-02 19:17:04;155.52;7.8403714168366285;122;;
2025-07-02 19:17:34;155;7.7747801648096555;122;;
2025-07-02 19:18:04;155;7.7747801648096555;122;;
2025-07-02 19:18:34;155;7.7747801648096555;122;;
2025-07-02 19:19:04;154.33;7.690813647052936;122;;
2025-07-02 19:19:34;154;7.649681903914599;122;;
2025-07-02 19:20:04;154;7.649681903914599;122;;
2025-07-02 19:20:34;153.83;7.628550596112965;122;;
2025-07-02 19:21:04;153.02;7.528404018152817;122;;
2025-07-02 19:21:34;153;7.525942485481164;122;;
2025-07-02 19:22:04;153;7.525942485481164;122;;
2025-07-02 19:22:34;152.33;7.443792592277928;122;;
2025-07-02 19:23:04;152;7.403552500811155;122;;
2025-07-02 19:23:34;152;7.403552500811155;122;;
2025-07-02 19:24:04;151.89;7.390171583527285;122;;
2025-07-02 19:24:34;151.11;7.295752782043171;122;;
2025-07-02 19:25:04;151;7.282502603836351;122;;
2025-07-02 19:25:34;150.97;7.278891714066195;122;;
2025-07-02 19:26:04;150.21;7.187814587374568;122;;
2025-07-02 19:26:34;150;7.162783510600385;122;;
2025-07-02 19:27:04;149.94;7.155642482871222;122;;
2025-07-02 19:27:34;149.02;7.046741056839431;122;;
2025-07-02 19:28:04;148.22;6.952947485770367;122;;
2025-07-02 19:28:34;148;6.927300906996944;122;;
2025-07-02 19:29:04;147.88;6.913338457815278;122;;
2025-07-02 19:29:34;147.08;6.820733927603107;122;;
2025-07-02 19:30:04;146.97;6.808065723114947;122;;
2025-07-02 19:30:34;146.94;6.804613476166582;122;;
2025-07-02 19:31:04;146.16;6.715263035439115;122;;
2025-07-02 19:31:34;146;6.697031641139196;122;;
2025-07-02 19:32:05;146;6.697031641139196;122;;
2025-07-02 19:32:35;145.77;6.6708816478587;122;;
2025-07-02 19:33:05;145.72;6.665205853115283;122;;
2025-07-02 19:33:35;145.22;6.608624105009769;122;;
2025-07-02 19:34:05;145.99;6.6958932718749;122;;
2025-07-02 19:34:35;145.30;6.617655679835126;122;;
2025-07-02 19:35:05;145.83;6.677696836326619;122;;
2025-07-02 19:35:35;147.58;6.878514340885228;122;;
2025-07-02 19:36:05;148;6.927300906996944;122;;
2025-07-02 19:36:35;148;6.927300906996944;122;;
2025-07-02 19:37:05;148;6.927300906996944;122;;
2025-07-02 19:37:35;148;6.927300906996944;122;;
2025-07-02 19:38:05;148;6.927300906996944;122;;
2025-07-02 19:38:35;147.92;6.917990523206718;122;;
2025-07-02 19:39:05;147.46;6.864617455452425;122;;
2025-07-02 19:39:35;147.05;6.817277409253604;122;;
2025-07-02 19:40:05;147;6.811519134666502;122;;
2025-07-02 19:40:35;147;6.811519134666502;122;;
2025-07-02 19:41:05;147;6.811519134666502;122;;
2025-07-02 19:41:35;146.96;6.806914844743814;122;;
2025-07-02 19:42:05;146.53;6.757549359776912;122;;
2025-07-02 19:42:35;146.05;6.702725415578972;122;;
2025-07-02 19:43:05;146;6.697031641139196;122;;
2025-07-02 19:43:35;146;6.697031641139196;122;;
2025-07-02 19:44:05;146;6.697031641139196;122;;
2025-07-02 19:44:35;146;6.697031641139196;122;;
2025-07-02 19:45:05;145.72;6.665205853115283;122;;
2025-07-02 19:45:35;145.08;6.592838532585733;122;;
2025-07-02 19:46:05;145;6.58382944537902;122;;
2025-07-02 19:46:35;145;6.58382944537902;122;;
2025-07-02 19:47:05;145;6.58382944537902;122;;
2025-07-02 19:47:35;145;6.58382944537902;122;;
2025-07-02 19:48:05;145;6.58382944537902;122;;
